"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3407","Attach a file","chromium","2026-06-18","passed","2026-06-18","","login.spec.ts","",""
